collection_week,Country,total_confirmed_cases,total_recovered,total_deaths,hospital_pk,daily_new_cases,case_fatality_rate,recovery_rate,active_cases,surge_flag
2020-10-21,US,8350148,3323354,221510,USA_NATIONAL,60706.0,0.0265,0.398,4805284,0
2020-10-22,US,8429769,3353056,222348,USA_NATIONAL,79621.0,0.0264,0.3978,4854365,0
2020-10-23,US,8511431,3375427,223293,USA_NATIONAL,81662.0,0.0262,0.3966,4912711,0
2020-10-24,US,8589807,3406656,224253,USA_NATIONAL,78376.0,0.0261,0.3966,4958898,0
2020-10-25,US,8650782,3422878,224698,USA_NATIONAL,60975.0,0.026,0.3957,5003206,0
2020-10-26,US,8715346,3460455,225212,USA_NATIONAL,64564.0,0.0258,0.3971,5029679,0
2020-10-27,US,8792570,3487666,226219,USA_NATIONAL,77224.0,0.0257,0.3967,5078685,0
2020-10-28,US,8879046,3518140,227229,USA_NATIONAL,86476.0,0.0256,0.3962,5133677,0
2020-10-29,US,8970339,3554336,228217,USA_NATIONAL,91293.0,0.0254,0.3962,5187786,0
2020-10-30,US,9070188,3578452,229272,USA_NATIONAL,99849.0,0.0253,0.3945,5262464,0
2020-10-31,US,9157531,3612478,230195,USA_NATIONAL,87343.0,0.0251,0.3945,5314858,0
2020-11-01,US,9235361,3630579,230684,USA_NATIONAL,77830.0,0.025,0.3931,5374098,0
2020-11-02,US,9317169,3674981,231238,USA_NATIONAL,81808.0,0.0248,0.3944,5410950,0
2020-11-03,US,9441936,3705130,232833,USA_NATIONAL,124767.0,0.0247,0.3924,5503973,0
2020-11-04,US,9542200,3743527,233941,USA_NATIONAL,100264.0,0.0245,0.3923,5564732,0
2020-11-05,US,9670281,3781751,235100,USA_NATIONAL,128081.0,0.0243,0.3911,5653430,0
2020-11-06,US,9797339,3810791,236306,USA_NATIONAL,127058.0,0.0241,0.389,5750242,0
2020-11-07,US,9924404,3851465,237413,USA_NATIONAL,127065.0,0.0239,0.3881,5835526,0
2020-11-08,US,10044078,3881491,237966,USA_NATIONAL,119674.0,0.0237,0.3864,5924621,0
2020-11-09,US,10161034,3928845,238724,USA_NATIONAL,116956.0,0.0235,0.3867,5993465,0
2020-11-10,US,10297589,3961873,240132,USA_NATIONAL,136555.0,0.0233,0.3847,6095584,0
2020-11-11,US,10445272,3997175,241554,USA_NATIONAL,147683.0,0.0231,0.3827,6206543,0
2020-11-12,US,10604069,4051256,242749,USA_NATIONAL,158797.0,0.0229,0.382,6310064,0
2020-11-13,US,10783587,4095146,243944,USA_NATIONAL,179518.0,0.0226,0.3798,6444497,0
2020-11-14,US,10947637,4148444,245304,USA_NATIONAL,164050.0,0.0224,0.3789,6553889,0
2020-11-15,US,11087354,4174884,246071,USA_NATIONAL,139717.0,0.0222,0.3765,6666399,0
2020-11-16,US,11240441,4244811,246885,USA_NATIONAL,153087.0,0.022,0.3776,6748745,0
2020-11-17,US,11405087,4293640,248587,USA_NATIONAL,164646.0,0.0218,0.3765,6862860,0
2020-11-18,US,11577056,4350789,250505,USA_NATIONAL,171969.0,0.0216,0.3758,6975762,0
2020-11-19,US,11769359,4410709,252534,USA_NATIONAL,192303.0,0.0215,0.3748,7106116,0
2020-11-20,US,11971026,4457930,254469,USA_NATIONAL,201667.0,0.0213,0.3724,7258627,0
2020-11-21,US,12150847,4529700,256106,USA_NATIONAL,179821.0,0.0211,0.3728,7365041,0
2020-11-22,US,12297434,4526513,257157,USA_NATIONAL,146587.0,0.0209,0.3681,7513764,0
2020-11-23,US,12478945,4633600,258222,USA_NATIONAL,181511.0,0.0207,0.3713,7587123,0
2020-11-24,US,12652507,4696664,260354,USA_NATIONAL,173562.0,0.0206,0.3712,7695489,0
2020-11-25,US,12832721,4835956,262590,USA_NATIONAL,180214.0,0.0205,0.3768,7734175,0
2020-11-26,US,12949971,4871203,263993,USA_NATIONAL,117250.0,0.0204,0.3762,7814775,0
2020-11-27,US,13164608,4947446,265537,USA_NATIONAL,214637.0,0.0202,0.3758,7951625,0
2020-11-28,US,13332834,5023063,266886,USA_NATIONAL,168226.0,0.02,0.3767,8042885,0
2020-11-29,US,13473178,5065030,267921,USA_NATIONAL,140344.0,0.0199,0.3759,8140227,0
2020-11-30,US,13628096,5146319,269230,USA_NATIONAL,154918.0,0.0198,0.3776,8212547,0
2020-12-01,US,13825212,5226581,271777,USA_NATIONAL,197116.0,0.0197,0.378,8326854,0
2020-12-02,US,14021377,5322128,274587,USA_NATIONAL,196165.0,0.0196,0.3796,8424662,0
2020-12-03,US,14241608,5404018,277534,USA_NATIONAL,220231.0,0.0195,0.3795,8560056,0
2020-12-04,US,14476983,5470389,280142,USA_NATIONAL,235375.0,0.0194,0.3779,8726452,0
2020-12-05,US,14698992,5576026,282524,USA_NATIONAL,222009.0,0.0192,0.3793,8840442,0
2020-12-06,US,14878319,5624444,283913,USA_NATIONAL,179327.0,0.0191,0.378,8969962,0
2020-12-07,US,15073780,5714557,285471,USA_NATIONAL,195461.0,0.0189,0.3791,9073752,0
2020-12-08,US,15300837,5786915,288044,USA_NATIONAL,227057.0,0.0188,0.3782,9225878,0
2020-12-09,US,15516852,5889896,291207,USA_NATIONAL,216015.0,0.0188,0.3796,9335749,0
2020-12-10,US,15753796,5985047,294184,USA_NATIONAL,236944.0,0.0187,0.3799,9474565,0
2020-12-11,US,15992706,6135314,297553,USA_NATIONAL,238910.0,0.0186,0.3836,9559839,0
2020-12-12,US,16217240,6246605,300077,USA_NATIONAL,224534.0,0.0185,0.3852,9670558,0
2020-12-13,US,16408837,6298082,301731,USA_NATIONAL,191597.0,0.0184,0.3838,9809024,0
2020-12-14,US,16618677,0,303376,USA_NATIONAL,209840.0,0.0183,0.0,16315301,0
2020-12-15,US,16844993,0,306342,USA_NATIONAL,226316.0,0.0182,0.0,16538651,0
2020-12-16,US,17079802,0,310064,USA_NATIONAL,234809.0,0.0182,0.0,16769738,0
2020-12-17,US,17320054,0,313509,USA_NATIONAL,240252.0,0.0181,0.0,17006545,0
2020-12-18,US,17568005,0,316439,USA_NATIONAL,247951.0,0.018,0.0,17251566,0
2020-12-19,US,17773856,0,319243,USA_NATIONAL,205851.0,0.018,0.0,17454613,0
2020-12-20,US,17961053,0,320945,USA_NATIONAL,187197.0,0.0179,0.0,17640108,0
2020-12-21,US,18157913,0,322737,USA_NATIONAL,196860.0,0.0178,0.0,17835176,0
2020-12-22,US,18363849,0,326029,USA_NATIONAL,205936.0,0.0178,0.0,18037820,0
2020-12-23,US,18585289,0,329399,USA_NATIONAL,221440.0,0.0177,0.0,18255890,0
2020-12-24,US,18798236,0,332313,USA_NATIONAL,212947.0,0.0177,0.0,18465923,0
2020-12-25,US,18925408,0,333823,USA_NATIONAL,127172.0,0.0176,0.0,18591585,0
2020-12-26,US,19142846,0,335731,USA_NATIONAL,217438.0,0.0175,0.0,18807115,0
2020-12-27,US,19278802,0,337162,USA_NATIONAL,135956.0,0.0175,0.0,18941640,0
2020-12-28,US,19452104,0,339028,USA_NATIONAL,173302.0,0.0174,0.0,19113076,0
2020-12-29,US,19658082,0,342639,USA_NATIONAL,205978.0,0.0174,0.0,19315443,0
2020-12-30,US,19876375,0,346543,USA_NATIONAL,218293.0,0.0174,0.0,19529832,0
2020-12-31,US,20191459,0,349854,USA_NATIONAL,315084.0,0.0173,0.0,19841605,1
2021-01-01,US,20370367,0,352096,USA_NATIONAL,178908.0,0.0173,0.0,20018271,0
2021-01-02,US,20642648,0,354636,USA_NATIONAL,272281.0,0.0172,0.0,20288012,0
2021-01-03,US,20846039,0,356059,USA_NATIONAL,203391.0,0.0171,0.0,20489980,0
2021-01-04,US,21031555,0,358032,USA_NATIONAL,185516.0,0.017,0.0,20673523,0
2021-01-05,US,21264419,0,361626,USA_NATIONAL,232864.0,0.017,0.0,20902793,0
2021-01-06,US,21524179,0,365536,USA_NATIONAL,259760.0,0.017,0.0,21158643,0
2021-01-07,US,21810433,0,369549,USA_NATIONAL,286254.0,0.0169,0.0,21440884,0
2021-01-08,US,22114510,0,373727,USA_NATIONAL,304077.0,0.0169,0.0,21740783,0
2021-01-09,US,22379262,0,376962,USA_NATIONAL,264752.0,0.0168,0.0,22002300,0
2021-01-10,US,22590111,0,379050,USA_NATIONAL,210849.0,0.0168,0.0,22211061,0
2021-01-11,US,22794080,0,380884,USA_NATIONAL,203969.0,0.0167,0.0,22413196,0
2021-01-12,US,23015894,0,385252,USA_NATIONAL,221814.0,0.0167,0.0,22630642,0
2021-01-13,US,23245238,0,389264,USA_NATIONAL,229344.0,0.0167,0.0,22855974,0
2021-01-14,US,23480819,0,393040,USA_NATIONAL,235581.0,0.0167,0.0,23087779,0
2021-01-15,US,23725816,0,396848,USA_NATIONAL,244997.0,0.0167,0.0,23328968,0
2021-01-16,US,23943499,0,400409,USA_NATIONAL,217683.0,0.0167,0.0,23543090,0
2021-01-17,US,24120058,0,402396,USA_NATIONAL,176559.0,0.0167,0.0,23717662,0
2021-01-18,US,24260884,0,403957,USA_NATIONAL,140826.0,0.0167,0.0,23856927,0
2021-01-19,US,24417785,0,406346,USA_NATIONAL,156901.0,0.0166,0.0,24011439,0
2021-01-20,US,24605182,0,410777,USA_NATIONAL,187397.0,0.0167,0.0,24194405,0
2021-01-21,US,24797743,0,414895,USA_NATIONAL,192561.0,0.0167,0.0,24382848,0
2021-01-22,US,24989518,0,418671,USA_NATIONAL,191775.0,0.0168,0.0,24570847,0
2021-01-23,US,25167699,0,422205,USA_NATIONAL,178181.0,0.0168,0.0,24745494,0
2021-01-24,US,25307842,0,424047,USA_NATIONAL,140143.0,0.0168,0.0,24883795,0
2021-01-25,US,25437444,0,425810,USA_NATIONAL,129602.0,0.0167,0.0,25011634,0
2021-01-26,US,25588454,0,429781,USA_NATIONAL,151010.0,0.0168,0.0,25158673,0
2021-01-27,US,25743910,0,433893,USA_NATIONAL,155456.0,0.0169,0.0,25310017,0
2021-01-28,US,25910675,0,437720,USA_NATIONAL,166765.0,0.0169,0.0,25472955,0
2021-01-29,US,26074413,0,441297,USA_NATIONAL,163738.0,0.0169,0.0,25633116,0
2021-01-30,US,26225350,0,444167,USA_NATIONAL,150937.0,0.0169,0.0,25781183,0
2021-01-31,US,26338205,0,446110,USA_NATIONAL,112855.0,0.0169,0.0,25892095,0
2021-02-01,US,26463526,0,447878,USA_NATIONAL,125321.0,0.0169,0.0,26015648,0
2021-02-02,US,26580556,0,451401,USA_NATIONAL,117030.0,0.017,0.0,26129155,0
2021-02-03,US,26704926,0,455287,USA_NATIONAL,124370.0,0.017,0.0,26249639,0
2021-02-04,US,26829960,0,459188,USA_NATIONAL,125034.0,0.0171,0.0,26370772,0
2021-02-05,US,26961070,0,462860,USA_NATIONAL,131110.0,0.0172,0.0,26498210,0
2021-02-06,US,27077929,0,465592,USA_NATIONAL,116859.0,0.0172,0.0,26612337,0
2021-02-07,US,27167357,0,467057,USA_NATIONAL,89428.0,0.0172,0.0,26700300,0
2021-02-08,US,27250158,0,468498,USA_NATIONAL,82801.0,0.0172,0.0,26781660,0
2021-02-09,US,27345537,0,471533,USA_NATIONAL,95379.0,0.0172,0.0,26874004,0
2021-02-10,US,27440818,0,474927,USA_NATIONAL,95281.0,0.0173,0.0,26965891,0
2021-02-11,US,27547593,0,478092,USA_NATIONAL,106775.0,0.0174,0.0,27069501,0
2021-02-12,US,27648176,0,480934,USA_NATIONAL,100583.0,0.0174,0.0,27167242,0
2021-02-13,US,27738936,0,483203,USA_NATIONAL,90760.0,0.0174,0.0,27255733,0
2021-02-14,US,27807242,0,484378,USA_NATIONAL,68306.0,0.0174,0.0,27322864,0
2021-02-15,US,27862692,0,485316,USA_NATIONAL,55450.0,0.0174,0.0,27377376,0
2021-02-16,US,27921916,0,486948,USA_NATIONAL,59224.0,0.0174,0.0,27434968,0
2021-02-17,US,27990762,0,489370,USA_NATIONAL,68846.0,0.0175,0.0,27501392,0
2021-02-18,US,28063341,0,491951,USA_NATIONAL,72579.0,0.0175,0.0,27571390,0
2021-02-19,US,28138493,0,494474,USA_NATIONAL,75152.0,0.0176,0.0,27644019,0
2021-02-20,US,28212275,0,496382,USA_NATIONAL,73782.0,0.0176,0.0,27715893,0
2021-02-21,US,28267539,0,497585,USA_NATIONAL,55264.0,0.0176,0.0,27769954,0
2021-02-22,US,28323023,0,498780,USA_NATIONAL,55484.0,0.0176,0.0,27824243,0
2021-02-23,US,28396884,0,501048,USA_NATIONAL,73861.0,0.0176,0.0,27895836,0
2021-02-24,US,28471907,0,504279,USA_NATIONAL,75023.0,0.0177,0.0,27967628,0
2021-02-25,US,28549184,0,506699,USA_NATIONAL,77277.0,0.0177,0.0,28042485,0
2021-02-26,US,28624603,0,508838,USA_NATIONAL,75419.0,0.0178,0.0,28115765,0
2021-02-27,US,28695889,0,510345,USA_NATIONAL,71286.0,0.0178,0.0,28185544,0
2021-02-28,US,28747650,0,511429,USA_NATIONAL,51761.0,0.0178,0.0,28236221,0
2021-03-01,US,28798094,0,512736,USA_NATIONAL,50444.0,0.0178,0.0,28285358,0
2021-03-02,US,28856511,0,514653,USA_NATIONAL,58417.0,0.0178,0.0,28341858,0
2021-03-03,US,28923564,0,517185,USA_NATIONAL,67053.0,0.0179,0.0,28406379,0
2021-03-04,US,28992510,0,519110,USA_NATIONAL,68946.0,0.0179,0.0,28473400,0
2021-03-05,US,29060390,0,520822,USA_NATIONAL,67880.0,0.0179,0.0,28539568,0
2021-03-06,US,29121421,0,522325,USA_NATIONAL,61031.0,0.0179,0.0,28599096,0
2021-03-07,US,29163030,0,523015,USA_NATIONAL,41609.0,0.0179,0.0,28640015,0
2021-03-08,US,29207128,0,523709,USA_NATIONAL,44098.0,0.0179,0.0,28683419,0
2021-03-09,US,29262633,0,525485,USA_NATIONAL,55505.0,0.018,0.0,28737148,0
2021-03-10,US,29320406,0,527025,USA_NATIONAL,57773.0,0.018,0.0,28793381,0
2021-03-11,US,29382197,0,528578,USA_NATIONAL,61791.0,0.018,0.0,28853619,0
2021-03-12,US,29444801,0,529991,USA_NATIONAL,62604.0,0.018,0.0,28914810,0
2021-03-13,US,29501621,0,530960,USA_NATIONAL,56820.0,0.018,0.0,28970661,0
2021-03-14,US,29540897,0,531470,USA_NATIONAL,39276.0,0.018,0.0,29009427,0
2021-03-15,US,29591931,0,532163,USA_NATIONAL,51034.0,0.018,0.0,29059768,0
2021-03-16,US,29645996,0,533418,USA_NATIONAL,54065.0,0.018,0.0,29112578,0
2021-03-17,US,29705270,0,534607,USA_NATIONAL,59274.0,0.018,0.0,29170663,0
2021-03-18,US,29767659,0,536240,USA_NATIONAL,62389.0,0.018,0.0,29231419,0
2021-03-19,US,29829293,0,537263,USA_NATIONAL,61634.0,0.018,0.0,29292030,0
2021-03-20,US,29888158,0,538027,USA_NATIONAL,58865.0,0.018,0.0,29350131,0
2021-03-21,US,29923536,0,538743,USA_NATIONAL,35378.0,0.018,0.0,29384793,0
2021-03-22,US,29970963,0,539291,USA_NATIONAL,47427.0,0.018,0.0,29431672,0
2021-03-23,US,30023822,0,540235,USA_NATIONAL,52859.0,0.018,0.0,29483587,0
2021-03-24,US,30111580,0,541693,USA_NATIONAL,87758.0,0.018,0.0,29569887,1
2021-03-25,US,30179209,0,543040,USA_NATIONAL,67629.0,0.018,0.0,29636169,0
2021-03-26,US,30255581,0,544193,USA_NATIONAL,76372.0,0.018,0.0,29711388,0
2021-03-27,US,30319636,0,544999,USA_NATIONAL,64055.0,0.018,0.0,29774637,0
2021-03-28,US,30365956,0,545440,USA_NATIONAL,46320.0,0.018,0.0,29820516,0
2021-03-29,US,30431828,0,546065,USA_NATIONAL,65872.0,0.0179,0.0,29885763,0
2021-03-30,US,30493519,0,546959,USA_NATIONAL,61691.0,0.0179,0.0,29946560,0
2021-03-31,US,30563051,0,548034,USA_NATIONAL,69532.0,0.0179,0.0,30015017,0
2021-04-01,US,30639910,0,549135,USA_NATIONAL,76859.0,0.0179,0.0,30090775,0
2021-04-02,US,30713935,0,550020,USA_NATIONAL,74025.0,0.0179,0.0,30163915,0
2021-04-03,US,30778816,0,550772,USA_NATIONAL,64881.0,0.0179,0.0,30228044,0
2021-04-04,US,30816739,0,551082,USA_NATIONAL,37923.0,0.0179,0.0,30265657,0
2021-04-05,US,30883829,0,551540,USA_NATIONAL,67090.0,0.0179,0.0,30332289,0
2021-04-06,US,30946656,0,552367,USA_NATIONAL,62827.0,0.0178,0.0,30394289,0
2021-04-07,US,31022434,0,554967,USA_NATIONAL,75778.0,0.0179,0.0,30467467,0
2021-04-08,US,31102499,0,555994,USA_NATIONAL,80065.0,0.0179,0.0,30546505,0
2021-04-09,US,31187252,0,556901,USA_NATIONAL,84753.0,0.0179,0.0,30630351,0
2021-04-10,US,31257787,0,557659,USA_NATIONAL,70535.0,0.0178,0.0,30700128,0
2021-04-11,US,31305243,0,557947,USA_NATIONAL,47456.0,0.0178,0.0,30747296,0
2021-04-12,US,31367427,0,558390,USA_NATIONAL,62184.0,0.0178,0.0,30809037,0
2021-04-13,US,31448268,0,559269,USA_NATIONAL,80841.0,0.0178,0.0,30888999,0
2021-04-14,US,31523873,0,560202,USA_NATIONAL,75605.0,0.0178,0.0,30963671,0
2021-04-15,US,31597853,0,561110,USA_NATIONAL,73980.0,0.0178,0.0,31036743,0
2021-04-16,US,31681326,0,561975,USA_NATIONAL,83473.0,0.0177,0.0,31119351,0
2021-04-17,US,31736814,0,562680,USA_NATIONAL,55488.0,0.0177,0.0,31174134,0
2021-04-18,US,31780644,0,563027,USA_NATIONAL,43830.0,0.0177,0.0,31217617,0
2021-04-19,US,31839194,0,563514,USA_NATIONAL,58550.0,0.0177,0.0,31275680,0
2021-04-20,US,31901634,0,564360,USA_NATIONAL,62440.0,0.0177,0.0,31337274,0
2021-04-21,US,31965981,0,565251,USA_NATIONAL,64347.0,0.0177,0.0,31400730,0
2021-04-22,US,32032699,0,566190,USA_NATIONAL,66718.0,0.0177,0.0,31466509,0
2021-04-23,US,32095595,0,566942,USA_NATIONAL,62896.0,0.0177,0.0,31528653,0
2021-04-24,US,32150567,0,567699,USA_NATIONAL,54972.0,0.0177,0.0,31582868,0
2021-04-25,US,32185336,0,567999,USA_NATIONAL,34769.0,0.0176,0.0,31617337,0
2021-04-26,US,32227622,0,568472,USA_NATIONAL,42286.0,0.0176,0.0,31659150,0
2021-04-27,US,32279906,0,569147,USA_NATIONAL,52284.0,0.0176,0.0,31710759,0
2021-04-28,US,32335093,0,570148,USA_NATIONAL,55187.0,0.0176,0.0,31764945,0
2021-04-29,US,32393919,0,571033,USA_NATIONAL,58826.0,0.0176,0.0,31822886,0
2021-04-30,US,32452021,0,571837,USA_NATIONAL,58102.0,0.0176,0.0,31880184,0
2021-05-01,US,32500798,0,572583,USA_NATIONAL,48777.0,0.0176,0.0,31928215,0
2021-05-02,US,32531353,0,572905,USA_NATIONAL,30555.0,0.0176,0.0,31958448,0
2021-05-03,US,32575974,0,573379,USA_NATIONAL,44621.0,0.0176,0.0,32002595,0
2021-05-04,US,32618870,0,574291,USA_NATIONAL,42896.0,0.0176,0.0,32044579,0
2021-05-05,US,32664914,0,575107,USA_NATIONAL,46044.0,0.0176,0.0,32089807,0
2021-05-06,US,32711094,0,575930,USA_NATIONAL,46180.0,0.0176,0.0,32135164,0
2021-05-07,US,32759508,0,576747,USA_NATIONAL,48414.0,0.0176,0.0,32182761,0
2021-05-08,US,32795165,0,577383,USA_NATIONAL,35657.0,0.0176,0.0,32217782,0
2021-05-09,US,32818035,0,577640,USA_NATIONAL,22870.0,0.0176,0.0,32240395,0
2021-05-10,US,32850412,0,578029,USA_NATIONAL,32377.0,0.0176,0.0,32272383,0
2021-05-11,US,32885890,0,578724,USA_NATIONAL,35478.0,0.0176,0.0,32307166,0
2021-05-12,US,32922041,0,579521,USA_NATIONAL,36151.0,0.0176,0.0,32342520,0
2021-05-13,US,32960778,0,580311,USA_NATIONAL,38737.0,0.0176,0.0,32380467,0
2021-05-14,US,33002995,0,580938,USA_NATIONAL,42217.0,0.0176,0.0,32422057,0
2021-05-15,US,33033753,0,581469,USA_NATIONAL,30758.0,0.0176,0.0,32452284,0
2021-05-16,US,33051445,0,581736,USA_NATIONAL,17692.0,0.0176,0.0,32469709,0
2021-05-17,US,33076688,0,582129,USA_NATIONAL,25243.0,0.0176,0.0,32494559,0
2021-05-18,US,33105606,0,582912,USA_NATIONAL,28918.0,0.0176,0.0,32522694,0
2021-05-19,US,33135210,0,583586,USA_NATIONAL,29604.0,0.0176,0.0,32551624,0
2021-05-20,US,33165429,0,584272,USA_NATIONAL,30219.0,0.0176,0.0,32581157,0
2021-05-21,US,33194254,0,584895,USA_NATIONAL,28825.0,0.0176,0.0,32609359,0
2021-05-22,US,33215467,0,585382,USA_NATIONAL,21213.0,0.0176,0.0,32630085,0
2021-05-23,US,33229252,0,585578,USA_NATIONAL,13785.0,0.0176,0.0,32643674,0
2021-05-24,US,33251126,0,586010,USA_NATIONAL,21874.0,0.0176,0.0,32665116,0
2021-05-25,US,33275718,0,586656,USA_NATIONAL,24592.0,0.0176,0.0,32689062,0
2021-05-26,US,33300313,0,587648,USA_NATIONAL,24595.0,0.0176,0.0,32712665,0
2021-05-27,US,33327156,0,589004,USA_NATIONAL,26843.0,0.0177,0.0,32738152,0
2021-05-28,US,33349400,0,589535,USA_NATIONAL,22244.0,0.0177,0.0,32759865,0
2021-05-29,US,33362711,0,589878,USA_NATIONAL,13311.0,0.0177,0.0,32772833,0
2021-05-30,US,33370065,0,590027,USA_NATIONAL,7354.0,0.0177,0.0,32780038,0
2021-05-31,US,33376340,0,590199,USA_NATIONAL,6275.0,0.0177,0.0,32786141,0
2021-06-01,US,33397194,0,590831,USA_NATIONAL,20854.0,0.0177,0.0,32806363,0
2021-06-02,US,33413908,0,591393,USA_NATIONAL,16714.0,0.0177,0.0,32822515,0
2021-06-03,US,33432302,0,592028,USA_NATIONAL,18394.0,0.0177,0.0,32840274,0
2021-06-04,US,33450167,0,592549,USA_NATIONAL,17865.0,0.0177,0.0,32857618,0
2021-06-05,US,33465772,0,593133,USA_NATIONAL,15605.0,0.0177,0.0,32872639,0
2021-06-06,US,33471789,0,593296,USA_NATIONAL,6017.0,0.0177,0.0,32878493,0
2021-06-07,US,33485861,0,593612,USA_NATIONAL,14072.0,0.0177,0.0,32892249,0
2021-06-08,US,33498901,0,593932,USA_NATIONAL,13040.0,0.0177,0.0,32904969,0
2021-06-09,US,33517466,0,594417,USA_NATIONAL,18565.0,0.0177,0.0,32923049,0
2021-06-10,US,33532246,0,594830,USA_NATIONAL,14780.0,0.0177,0.0,32937416,0
2021-06-11,US,33557397,0,595363,USA_NATIONAL,25151.0,0.0177,0.0,32962034,1
2021-06-12,US,33566557,0,595639,USA_NATIONAL,9160.0,0.0177,0.0,32970918,0
2021-06-13,US,33571828,0,595747,USA_NATIONAL,5271.0,0.0177,0.0,32976081,0
2021-06-14,US,33583613,0,595931,USA_NATIONAL,11785.0,0.0177,0.0,32987682,0
2021-06-15,US,33594342,0,596261,USA_NATIONAL,10729.0,0.0177,0.0,32998081,0
2021-06-16,US,33606248,0,596647,USA_NATIONAL,11906.0,0.0178,0.0,33009601,0
2021-06-17,US,33618011,0,596971,USA_NATIONAL,11763.0,0.0178,0.0,33021040,0
2021-06-18,US,33639193,0,597577,USA_NATIONAL,21182.0,0.0178,0.0,33041616,1
2021-06-19,US,33648244,0,597759,USA_NATIONAL,9051.0,0.0178,0.0,33050485,0
2021-06-20,US,33653165,0,597834,USA_NATIONAL,4921.0,0.0178,0.0,33055331,0
2021-06-21,US,33663719,0,598092,USA_NATIONAL,10554.0,0.0178,0.0,33065627,0
2021-06-22,US,33674516,0,598437,USA_NATIONAL,10797.0,0.0178,0.0,33076079,0
2021-06-23,US,33687181,0,598835,USA_NATIONAL,12665.0,0.0178,0.0,33088346,0
2021-06-24,US,33701655,0,599177,USA_NATIONAL,14474.0,0.0178,0.0,33102478,0
2021-06-25,US,33726258,0,599699,USA_NATIONAL,24603.0,0.0178,0.0,33126559,1
2021-06-26,US,33735628,0,599853,USA_NATIONAL,9370.0,0.0178,0.0,33135775,0
2021-06-27,US,33740250,0,599929,USA_NATIONAL,4622.0,0.0178,0.0,33140321,0
2021-06-28,US,33753873,0,600075,USA_NATIONAL,13623.0,0.0178,0.0,33153798,0
2021-06-29,US,33761350,0,600404,USA_NATIONAL,7477.0,0.0178,0.0,33160946,0
2021-06-30,US,33776702,0,600707,USA_NATIONAL,15352.0,0.0178,0.0,33175995,0
2021-07-01,US,33791823,0,600990,USA_NATIONAL,15121.0,0.0178,0.0,33190833,0
2021-07-02,US,33821579,0,601423,USA_NATIONAL,29756.0,0.0178,0.0,33220156,1
2021-07-03,US,33826993,0,601516,USA_NATIONAL,5414.0,0.0178,0.0,33225477,0
2021-07-04,US,33831278,0,601557,USA_NATIONAL,4285.0,0.0178,0.0,33229721,0
2021-07-05,US,33840180,0,601682,USA_NATIONAL,8902.0,0.0178,0.0,33238498,0
2021-07-06,US,33862462,0,601983,USA_NATIONAL,22282.0,0.0178,0.0,33260479,1
2021-07-07,US,33882639,0,602305,USA_NATIONAL,20177.0,0.0178,0.0,33280334,0
2021-07-08,US,33903502,0,602549,USA_NATIONAL,20863.0,0.0178,0.0,33300953,0
2021-07-09,US,33951097,0,603013,USA_NATIONAL,47595.0,0.0178,0.0,33348084,1
2021-07-10,US,33961217,0,603099,USA_NATIONAL,10120.0,0.0178,0.0,33358118,0
2021-07-11,US,33972964,0,603221,USA_NATIONAL,11747.0,0.0178,0.0,33369743,0
2021-07-12,US,34002388,0,603450,USA_NATIONAL,29424.0,0.0177,0.0,33398938,0
2021-07-13,US,34028921,0,603809,USA_NATIONAL,26533.0,0.0177,0.0,33425112,0
2021-07-14,US,34060046,0,604137,USA_NATIONAL,31125.0,0.0177,0.0,33455909,0
2021-07-15,US,34092009,0,604487,USA_NATIONAL,31963.0,0.0177,0.0,33487522,0
